LOCATIONNAME,TYPOLOGY,ROOMS,AREARANGE,PRICE_ASKING,AREA
Latina,PISO,0,120,1100.0,120
Salamanca,PISO,1,195,1400.0,195
Moncloa,PISO,2,120,1150.0,120
Tetuán,PISO,3,300,3000.0,300
Chamberí,PISO,1,240,2000.0,240
Latina,PISO,2,165,1650.0,165
Retiro,PISO,1,142,1300.0,142
Salamanca,PISO,2,300,3500.0,300
Chamartín,PISO,3,97,1025.0,97
Chamartín,PISO,2,300,2900.0,300
Tetuán,PISO,2,142,1300.0,142
Chamartín,PISO,0,120,900.0,120
Centro,PISO,2,300,2500.0,300
Tetuán,PISO,1,165,1650.0,165
Salamanca,PISO,3,97,1400.0,97
Retiro,PISO,2,240,3250.0,240
Retiro,PISO,2,240,3250.0,240
Retiro,PISO,3,150,7500.0,150
Centro,PISO,3,300,2750.0,300
Chamberí,PISO,3,240,2400.0,240
Retiro,PISO,0,150,800.0,150
Salamanca,PISO,2,300,3500.0,300
Centro,PISO,1,165,1900.0,165
Latina,PISO,1,105,700.0,105
Salamanca,PISO,1,120,1600.0,120
Chamberí,PISO,0,120,1000.0,120
Centro,PISO,3,70,550.0,70
Chamartín,PISO,2,300,2900.0,300
Retiro,PISO,2,240,3800.0,240
Salamanca,PISO,0,120,1250.0,120
Chamartín,PISO,3,240,2400.0,240
Latina,PISO,0,150,700.0,150
Tetuán,PISO,3,240,2150.0,240
Tetuán,PISO,3,120,1170.0,120
Chamberí,PISO,3,75,4950.0,75
Chamberí,PISO,3,75,4950.0,75
Retiro,PISO,2,195,2300.0,195
Retiro,PISO,1,240,1800.0,240
Latina,PISO,3,120,800.0,120
Salamanca,PISO,1,75,950.0,75
Salamanca,PISO,0,120,1200.0,120
Moncloa,PISO,3,97,1100.0,97
Centro,PISO,1,195,1450.0,195
Chamartín,PISO,1,120,800.0,120
Latina,PISO,3,300,2700.0,300
Latina,PISO,0,180,500.0,180
Tetuán,PISO,2,300,2600.0,300
Centro,PISO,2,300,2825.0,300
Retiro,PISO,3,180,5000.0,180
Retiro,PISO,2,240,3300.0,240
Retiro,PISO,1,240,800.0,240
Chamberí,PISO,0,97,1200.0,97
Centro,PISO,3,97,1500.0,97
Moncloa,PISO,2,165,1350.0,165
Moncloa,PISO,3,70,1500.0,70
Chamberí,PISO,0,120,1000.0,120
Retiro,PISO,3,97,1125.0,97
Chamberí,PISO,3,240,2500.0,240
Centro,PISO,3,150,4250.0,150
Tetuán,PISO,3,195,1700.0,195
Moncloa,PISO,1,165,1600.0,165
Salamanca,PISO,3,195,2400.0,195
Moncloa,PISO,1,120,1275.0,120
Centro,PISO,0,142,1100.0,142
Chamberí,PISO,1,300,2000.0,300
Chamartín,PISO,2,142,1400.0,142
Tetuán,PISO,2,70,865.0,70
Retiro,PISO,1,165,1300.0,165
Latina,PISO,3,142,1075.0,142
Salamanca,PISO,3,90,4500.0,90
Chamberí,PISO,2,90,700.0,90
Latina,PISO,2,120,947.5,120
Chamberí,PISO,2,75,850.0,75
Centro,PISO,0,142,1575.0,142
Chamartín,PISO,2,240,3200.0,240
Salamanca,PISO,3,150,0.0,150
Retiro,PISO,3,195,1850.0,195
Tetuán,PISO,2,165,1550.0,165
Chamberí,PISO,3,105,4950.0,105
Tetuán,PISO,2,165,1650.0,165
Chamberí,PISO,0,97,1000.0,97
Retiro,PISO,2,165,1550.0,165
Moncloa,PISO,3,97,900.0,97
Centro,PISO,3,60,5000.0,60
Retiro,PISO,3,300,4300.0,300
Salamanca,PISO,2,180,685.0,180
Salamanca,PISO,0,120,950.0,120
Retiro,PISO,2,300,5000.0,300
Chamberí,PISO,1,240,2200.0,240
Salamanca,PISO,1,165,1825.0,165
Chamberí,PISO,2,105,850.0,105
Salamanca,PISO,2,105,667.5,105
Centro,PISO,1,97,1200.0,97
Chamartín,PISO,3,97,1450.0,97
Retiro,PISO,3,60,7500.0,60
Salamanca,PISO,0,70,1150.0,70
Retiro,PISO,3,97,1050.0,97
Latina,PISO,3,142,1150.0,142
Tetuán,PISO,2,165,1525.0,165
Moncloa,PISO,0,97,875.0,97
Chamartín,PISO,3,165,1800.0,165
Salamanca,PISO,3,105,4000.0,105
Tetuán,PISO,0,97,1125.0,97
Chamberí,PISO,2,60,850.0,60
Chamartín,PISO,2,70,1100.0,70
Retiro,PISO,0,40,640.0,40
Moncloa,PISO,3,300,2600.0,300
Chamartín,PISO,3,180,3000.0,180
Moncloa,PISO,3,180,4175.0,180
Centro,PISO,3,180,5000.0,180
Salamanca,PISO,2,300,3500.0,300
Tetuán,PISO,0,70,850.0,70
Salamanca,PISO,0,97,900.0,97
Centro,PISO,0,142,1300.0,142
Chamartín,PISO,3,97,1250.0,97
Salamanca,PISO,1,240,3000.0,240
Latina,PISO,2,70,700.0,70
Moncloa,PISO,2,70,900.0,70
Latina,PISO,1,40,685.0,40
Latina,PISO,0,97,700.0,97
Moncloa,PISO,3,300,2600.0,300
Moncloa,PISO,3,195,1750.0,195
Retiro,PISO,2,142,1465.0,142
Moncloa,PISO,2,142,1480.0,142
Latina,PISO,1,120,2000.0,120
Latina,PISO,0,70,950.0,70
Chamartín,PISO,3,40,3600.0,40
Centro,PISO,1,195,1900.0,195
Retiro,PISO,1,195,1275.0,195
Tetuán,PISO,3,195,1545.0,195
Salamanca,PISO,0,120,850.0,120
Retiro,PISO,2,120,6000.0,120
Chamartín,PISO,0,120,775.0,120
Chamartín,PISO,0,120,890.0,120
Centro,PISO,3,97,1400.0,97
Tetuán,PISO,3,240,1850.0,240
Retiro,PISO,0,70,775.0,70
Salamanca,PISO,3,142,1700.0,142
Chamberí,PISO,2,195,2500.0,195
Moncloa,PISO,2,142,1500.0,142
Salamanca,PISO,3,70,1200.0,70
Chamberí,PISO,3,195,2100.0,195
Salamanca,PISO,0,142,1105.0,142
Chamartín,PISO,0,300,2500.0,300
Centro,PISO,0,97,1200.0,97
Centro,PISO,1,165,1570.0,165
Chamberí,PISO,2,240,2800.0,240
Moncloa,PISO,3,70,1500.0,70
Tetuán,PISO,2,165,1570.0,165
Retiro,PISO,2,165,1550.0,165
Moncloa,PISO,3,300,2400.0,300
Centro,PISO,0,120,1450.0,120
Moncloa,PISO,1,75,0.0,75
Chamberí,PISO,0,240,2900.0,240
Chamberí,PISO,3,97,1500.0,97
Tetuán,PISO,2,240,2000.0,240
Tetuán,PISO,1,142,887.5,142
Centro,PISO,1,142,1400.0,142
Chamberí,PISO,3,300,2700.0,300
Salamanca,PISO,1,165,1325.0,165
Chamartín,PISO,3,105,2900.0,105
Chamberí,PISO,3,105,4950.0,105
Retiro,PISO,2,142,1500.0,142
Latina,PISO,1,142,800.0,142
Chamartín,PISO,3,195,2100.0,195
Moncloa,PISO,0,120,1295.0,120
Chamartín,PISO,3,75,3500.0,75
Retiro,PISO,1,142,1262.5,142
Chamartín,PISO,1,240,3600.0,240
Chamberí,PISO,1,240,2200.0,240
Moncloa,PISO,2,150,3500.0,150
Chamberí,PISO,0,150,4500.0,150
Centro,PISO,1,240,2500.0,240
Chamberí,PISO,3,150,4950.0,150
Moncloa,PISO,3,165,1640.0,165
Chamartín,PISO,3,97,1450.0,97
Chamberí,PISO,1,142,1700.0,142
Salamanca,PISO,0,70,1100.0,70
Retiro,PISO,2,40,4500.0,40
Latina,PISO,2,97,790.0,97
Latina,PISO,0,60,700.0,60
Salamanca,PISO,3,60,4700.0,60
Retiro,PISO,3,142,1500.0,142
Chamberí,PISO,0,90,750.0,90
Salamanca,PISO,0,120,950.0,120
Chamartín,PISO,3,300,3000.0,300
Latina,PISO,0,97,700.0,97
Latina,PISO,1,120,950.0,120
Moncloa,PISO,1,75,825.0,75
Centro,PISO,3,120,1575.0,120
Chamartín,PISO,1,97,1100.0,97
Centro,PISO,0,97,1200.0,97
Moncloa,PISO,2,60,3500.0,60
Chamberí,PISO,1,120,1400.0,120
Retiro,PISO,1,165,1330.0,165
Centro,PISO,3,120,1450.0,120
Tetuán,PISO,3,97,982.5,97
Salamanca,PISO,3,70,1100.0,70
Chamartín,PISO,1,40,725.0,40
Centro,PISO,1,142,1400.0,142
Chamberí,PISO,0,120,1000.0,120
Tetuán,PISO,3,120,1200.0,120
Centro,PISO,3,70,1100.0,70
Chamberí,PISO,3,70,1250.0,70
Centro,PISO,2,40,750.0,40
Chamartín,PISO,2,165,1800.0,165
Salamanca,PISO,3,300,3350.0,300
Latina,PISO,1,180,650.0,180
Chamartín,PISO,2,240,3150.0,240
Tetuán,PISO,1,165,1700.0,165
Latina,PISO,3,165,1250.0,165
Tetuán,PISO,2,195,1825.0,195
Latina,PISO,2,240,1400.0,240
Moncloa,PISO,2,300,1900.0,300
Retiro,PISO,2,165,1770.0,165
Centro,PISO,2,105,750.0,105
Chamberí,PISO,1,300,1600.0,300
Tetuán,PISO,2,120,1100.0,120
Retiro,PISO,2,120,1290.0,120
Chamberí,PISO,3,97,1375.0,97
Centro,PISO,2,240,2325.0,240
Latina,PISO,1,150,660.0,150
Latina,PISO,3,120,850.0,120
Latina,PISO,0,70,822.5,70
Chamartín,PISO,0,97,890.0,97
Latina,PISO,3,195,1100.0,195
Latina,PISO,2,195,800.0,195
Salamanca,PISO,0,97,1000.0,97
Moncloa,PISO,3,142,1262.5,142
Chamartín,PISO,2,300,2900.0,300
Retiro,PISO,3,300,3450.0,300
Tetuán,PISO,0,142,1100.0,142
Retiro,PISO,2,300,5000.0,300
Retiro,PISO,3,240,2000.0,240
Moncloa,PISO,2,150,750.0,150
Centro,PISO,1,240,2750.0,240
Retiro,PISO,2,195,2300.0,195
Chamberí,PISO,3,195,2400.0,195
Salamanca,PISO,1,165,1350.0,165
Tetuán,PISO,3,97,990.0,97
Centro,PISO,1,195,1650.0,195
Retiro,PISO,1,120,750.0,120
Moncloa,PISO,3,300,2400.0,300
Chamartín,PISO,0,120,950.0,120
Moncloa,PISO,3,97,1100.0,97
Moncloa,PISO,1,120,1150.0,120
Moncloa,PISO,0,97,850.0,97
Chamberí,PISO,0,120,1100.0,120
Salamanca,PISO,3,120,1400.0,120
Latina,PISO,2,142,900.0,142
Chamartín,PISO,1,120,1350.0,120
Retiro,PISO,2,165,1810.0,165
Salamanca,PISO,1,195,1400.0,195
Chamartín,PISO,1,70,950.0,70
Chamberí,PISO,2,40,800.0,40
Tetuán,PISO,3,300,2500.0,300
Centro,PISO,0,70,850.0,70
Salamanca,PISO,2,240,2700.0,240
Centro,PISO,3,150,4400.0,150
Chamartín,PISO,3,150,3500.0,150
Moncloa,PISO,2,150,3500.0,150
Tetuán,PISO,2,165,1550.0,165
Moncloa,PISO,3,142,1300.0,142
Moncloa,PISO,2,195,1800.0,195
Tetuán,PISO,2,120,775.0,120
Tetuán,PISO,3,300,1250.0,300
Tetuán,PISO,0,97,900.0,97
Centro,PISO,0,97,1200.0,97
Salamanca,PISO,1,60,950.0,60
Chamberí,PISO,2,240,3295.0,240
Latina,PISO,3,240,1300.0,240
Salamanca,PISO,2,165,2000.0,165
Chamartín,PISO,3,105,3300.0,105
Tetuán,PISO,2,142,1400.0,142
Centro,PISO,3,120,1400.0,120
Retiro,PISO,0,70,750.0,70
Retiro,PISO,3,70,1000.0,70
Chamartín,PISO,2,300,2900.0,300
Tetuán,PISO,3,300,2500.0,300
Centro,PISO,0,165,1775.0,165
Latina,PISO,0,97,650.0,97
Latina,PISO,1,97,800.0,97
Moncloa,PISO,2,165,1400.0,165
Chamberí,PISO,3,142,1500.0,142
Chamberí,PISO,2,195,2400.0,195
Salamanca,PISO,2,97,1295.0,97
Latina,PISO,3,165,1350.0,165
Salamanca,PISO,2,97,1295.0,97
Tetuán,PISO,1,240,1300.0,240
Salamanca,PISO,2,300,3800.0,300
Chamberí,PISO,2,165,1650.0,165
Retiro,PISO,3,105,7500.0,105
Chamartín,PISO,1,120,1325.0,120
Moncloa,PISO,2,75,1200.0,75
Tetuán,PISO,3,300,3500.0,300
Centro,PISO,3,300,2800.0,300
Chamartín,PISO,3,180,2800.0,180
Moncloa,PISO,2,70,895.0,70
Centro,PISO,2,120,1390.0,120
Centro,PISO,2,300,2400.0,300
Retiro,PISO,1,195,1649.0,195
Salamanca,PISO,2,240,3200.0,240
Salamanca,PISO,0,150,0.0,150
Salamanca,PISO,3,120,1550.0,120
Tetuán,PISO,1,75,700.0,75
Moncloa,PISO,0,97,850.0,97
Chamartín,PISO,2,195,2200.0,195
Salamanca,PISO,1,240,4850.0,240
Chamartín,PISO,2,150,6000.0,150
Chamberí,PISO,3,150,4950.0,150
Moncloa,PISO,3,300,2375.0,300
Moncloa,PISO,1,120,1100.0,120
Retiro,PISO,1,97,1000.0,97
Salamanca,PISO,1,195,1400.0,195
Chamberí,PISO,1,240,2400.0,240
Latina,PISO,0,150,500.0,150
Tetuán,PISO,3,150,2400.0,150
Centro,PISO,0,120,1250.0,120
Centro,PISO,3,70,1150.0,70
Chamartín,PISO,3,40,2800.0,40
Chamartín,PISO,2,240,3200.0,240
Salamanca,PISO,0,97,950.0,97
Salamanca,PISO,0,120,1200.0,120
Retiro,PISO,1,165,1330.0,165
Moncloa,PISO,3,70,1000.0,70
Centro,PISO,0,97,1200.0,97
Chamartín,PISO,3,142,1400.0,142
Retiro,PISO,2,90,690.0,90
Chamberí,PISO,0,97,1075.0,97
Retiro,PISO,1,97,1100.0,97
Retiro,PISO,0,70,800.0,70
Chamberí,PISO,2,120,1400.0,120
Centro,PISO,2,75,750.0,75
Retiro,PISO,2,70,1045.0,70
Centro,PISO,1,240,2750.0,240
Salamanca,PISO,0,120,1200.0,120
Chamartín,PISO,0,75,800.0,75
Tetuán,PISO,1,97,940.0,97
Chamberí,PISO,3,97,1500.0,97
Tetuán,PISO,3,97,990.0,97
Retiro,PISO,1,165,1300.0,165
Salamanca,PISO,0,120,1250.0,120
Latina,PISO,0,75,620.0,75
Retiro,PISO,3,75,5000.0,75
Retiro,PISO,2,165,1810.0,165
Retiro,PISO,3,195,1800.0,195
Centro,PISO,3,300,3200.0,300
Retiro,PISO,3,180,7500.0,180
Chamberí,PISO,1,240,2000.0,240
Chamberí,PISO,0,120,1100.0,120
Salamanca,PISO,3,75,4000.0,75
Chamberí,PISO,0,120,1000.0,120
Moncloa,PISO,0,97,850.0,97
Retiro,PISO,3,300,3200.0,300
Latina,PISO,1,142,800.0,142
Retiro,PISO,1,195,1644.5,195
Latina,PISO,1,120,700.0,120
Centro,PISO,2,300,2300.0,300
Moncloa,PISO,2,240,2000.0,240
Moncloa,PISO,1,150,750.0,150
Chamartín,PISO,2,300,2900.0,300
Retiro,PISO,3,180,5000.0,180
Latina,PISO,1,120,950.0,120
Retiro,PISO,1,240,800.0,240
Retiro,PISO,1,120,1200.0,120
Chamartín,PISO,0,75,800.0,75
Latina,PISO,1,75,700.0,75
Chamartín,PISO,2,195,2100.0,195
Retiro,PISO,3,120,7500.0,120
Chamberí,PISO,3,240,2550.0,240
Moncloa,PISO,3,70,1200.0,70
Centro,PISO,2,40,862.5,40
Chamberí,PISO,2,165,1675.0,165
Chamberí,PISO,1,240,1950.0,240
Centro,PISO,2,300,2300.0,300
Latina,PISO,1,142,900.0,142
Chamberí,PISO,1,120,1280.0,120
Centro,PISO,2,240,2200.0,240
Centro,PISO,2,150,845.0,150
Centro,PISO,2,300,2500.0,300
Retiro,PISO,2,300,3950.0,300
Centro,PISO,0,120,1200.0,120
Retiro,PISO,1,75,750.0,75
Centro,PISO,3,300,3000.0,300
Latina,PISO,3,142,1000.0,142
Chamberí,PISO,3,165,1700.0,165
Chamartín,PISO,2,240,3200.0,240
Chamberí,PISO,1,97,1150.0,97
Moncloa,PISO,3,142,1500.0,142
Latina,PISO,1,97,900.0,97
Tetuán,PISO,0,97,1000.0,97
Moncloa,PISO,3,70,1200.0,70
Chamartín,PISO,1,40,800.0,40
Centro,PISO,0,70,900.0,70
Moncloa,PISO,3,240,2400.0,240
Latina,PISO,1,120,875.0,120
Chamartín,PISO,3,120,1300.0,120
Salamanca,PISO,0,120,1200.0,120
Tetuán,PISO,2,300,2900.0,300
Moncloa,PISO,3,165,1870.0,165
Chamberí,PISO,3,105,4950.0,105
Moncloa,PISO,2,195,1875.0,195
Tetuán,PISO,3,240,1875.0,240
Latina,PISO,3,165,1200.0,165
Chamberí,PISO,3,142,1725.0,142
Chamberí,PISO,1,120,1400.0,120
Tetuán,PISO,2,75,760.0,75
Moncloa,PISO,2,240,1900.0,240
Chamberí,PISO,2,300,2800.0,300
Centro,PISO,3,180,5200.0,180
Latina,PISO,3,240,2600.0,240
Latina,PISO,1,120,1020.0,120
Salamanca,PISO,2,75,685.0,75
Latina,PISO,3,165,1050.0,165
Tetuán,PISO,2,165,1675.0,165
Moncloa,PISO,3,105,4200.0,105
Tetuán,PISO,3,142,1355.0,142
Centro,PISO,1,240,2750.0,240
Tetuán,PISO,2,240,2100.0,240
Chamartín,PISO,1,195,2200.0,195
Retiro,PISO,1,165,1300.0,165
Moncloa,PISO,1,105,790.0,105
Tetuán,PISO,1,165,1700.0,165
Retiro,PISO,1,240,800.0,240
Moncloa,PISO,3,300,2600.0,300
Latina,PISO,1,97,850.0,97
Chamberí,PISO,1,240,1950.0,240
Tetuán,PISO,3,97,990.0,97
Latina,PISO,3,60,625.0,60
Chamartín,PISO,2,165,1350.0,165
Latina,PISO,0,97,750.0,97
Retiro,PISO,2,240,3800.0,240
Latina,PISO,0,97,780.0,97
Salamanca,PISO,2,195,2600.0,195
Chamartín,PISO,0,97,950.0,97
Tetuán,PISO,0,60,700.0,60
Moncloa,PISO,0,70,925.0,70
Salamanca,PISO,0,97,1150.0,97
Chamartín,PISO,2,300,2900.0,300
Retiro,PISO,3,142,1500.0,142
Centro,PISO,1,195,1450.0,195
Tetuán,PISO,0,97,1100.0,97
Chamartín,PISO,2,195,2050.0,195
Tetuán,PISO,3,165,1600.0,165
Salamanca,PISO,3,120,1400.0,120
Latina,PISO,3,70,680.0,70
Salamanca,PISO,2,300,3750.0,300
Chamberí,PISO,2,240,3197.5,240
Chamberí,PISO,1,165,2000.0,165
Latina,PISO,3,195,1300.0,195
Chamartín,PISO,2,70,990.0,70
Chamberí,PISO,2,300,3000.0,300
Latina,PISO,0,70,950.0,70
Salamanca,PISO,2,300,3500.0,300
Retiro,PISO,1,97,1037.5,97
Salamanca,PISO,0,97,1000.0,97
Moncloa,PISO,2,60,3500.0,60
Tetuán,PISO,3,300,2900.0,300
Chamberí,PISO,3,300,2700.0,300
Salamanca,PISO,0,120,1075.0,120
Moncloa,PISO,3,97,935.0,97
Chamberí,PISO,0,120,1000.0,120
Salamanca,PISO,3,165,1900.0,165
Moncloa,PISO,1,120,1275.0,120
Retiro,PISO,2,120,1300.0,120
Retiro,PISO,3,142,1450.0,142
Tetuán,PISO,3,300,3000.0,300
Moncloa,PISO,0,120,900.0,120
Tetuán,PISO,3,300,2950.0,300
Tetuán,PISO,3,180,2400.0,180
Latina,PISO,1,120,875.0,120
Moncloa,PISO,0,120,950.0,120
Tetuán,PISO,3,75,2400.0,75
Chamberí,PISO,0,240,2900.0,240
Chamberí,PISO,2,150,800.0,150
Centro,PISO,3,97,1200.0,97
Moncloa,PISO,1,60,790.0,60
Moncloa,PISO,1,60,750.0,60
Centro,PISO,0,97,1200.0,97
Retiro,PISO,3,120,1300.0,120
Salamanca,PISO,0,142,1105.0,142
Salamanca,PISO,3,120,1500.0,120
Centro,PISO,1,240,2600.0,240
Retiro,PISO,3,97,1200.0,97
Salamanca,PISO,0,60,850.0,60
Centro,PISO,3,300,2700.0,300
Centro,PISO,1,165,1350.0,165
Salamanca,PISO,3,120,1400.0,120
Tetuán,PISO,3,75,3050.0,75
Tetuán,PISO,2,240,1950.0,240
Retiro,PISO,3,165,1500.0,165
Retiro,PISO,2,240,3650.0,240
Salamanca,PISO,3,195,2300.0,195
Chamberí,PISO,3,240,2350.0,240
Salamanca,PISO,2,150,685.0,150
Centro,PISO,2,150,900.0,150
Latina,PISO,2,195,1650.0,195
Retiro,PISO,2,195,2100.0,195
Latina,PISO,3,300,2700.0,300
Tetuán,PISO,3,142,1250.0,142
Chamberí,PISO,3,97,1400.0,97
Chamartín,PISO,1,60,700.0,60
Salamanca,PISO,1,195,1700.0,195
Tetuán,PISO,2,195,1700.0,195
Retiro,PISO,1,120,1100.0,120
Chamberí,PISO,0,240,0.0,240
Moncloa,PISO,1,120,1300.0,120
Tetuán,PISO,3,75,2275.0,75
Salamanca,PISO,1,165,1575.0,165
Chamberí,PISO,0,97,1300.0,97
Retiro,PISO,2,70,1100.0,70
Centro,PISO,3,165,1550.0,165
Chamberí,PISO,3,195,2350.0,195
Retiro,PISO,0,120,800.0,120
Retiro,PISO,1,120,1100.0,120
Salamanca,PISO,3,70,1200.0,70
Moncloa,PISO,3,240,2475.0,240
Chamberí,PISO,2,150,750.0,150
Chamartín,PISO,3,165,1500.0,165
Chamberí,PISO,3,97,1400.0,97
Retiro,PISO,2,165,1525.0,165
Chamartín,PISO,3,97,1150.0,97
Tetuán,PISO,3,97,937.5,97
Moncloa,PISO,2,142,1400.0,142
Centro,PISO,0,97,1175.0,97
Chamberí,PISO,2,240,3197.5,240
Latina,PISO,3,165,1274.5,165
Chamberí,PISO,3,105,4950.0,105
Moncloa,PISO,3,142,1600.0,142
Moncloa,PISO,3,195,1650.0,195
Centro,PISO,0,120,1200.0,120
Chamberí,PISO,2,97,1200.0,97
Salamanca,PISO,0,97,835.0,97
Retiro,PISO,2,97,1200.0,97
Moncloa,PISO,3,70,1200.0,70
Latina,PISO,2,97,745.0,97
Retiro,PISO,1,120,1400.0,120
Chamberí,PISO,1,120,1550.0,120
Centro,PISO,2,300,2300.0,300
Chamberí,PISO,0,70,850.0,70
Tetuán,PISO,1,142,800.0,142
Moncloa,PISO,1,90,884.0,90
Salamanca,PISO,1,165,1350.0,165
Salamanca,PISO,3,240,2500.0,240
Chamartín,PISO,3,97,1300.0,97
Moncloa,PISO,2,240,1900.0,240
Chamartín,PISO,1,142,1550.0,142
Centro,PISO,1,165,2000.0,165
Moncloa,PISO,1,97,1150.0,97
Chamartín,PISO,3,120,1300.0,120
Latina,PISO,3,240,0.0,240
Latina,PISO,3,240,1300.0,240
Retiro,PISO,2,150,690.0,150
Chamberí,PISO,2,142,1500.0,142
Tetuán,PISO,0,97,900.0,97
Latina,PISO,2,142,1000.0,142
Retiro,PISO,3,240,1987.5,240
Retiro,PISO,3,150,5000.0,150
Chamartín,PISO,2,240,2575.0,240
Salamanca,PISO,0,97,927.5,97
Latina,PISO,3,240,1200.0,240
Retiro,PISO,2,70,980.0,70
Latina,PISO,1,120,875.0,120
Chamberí,PISO,2,240,2600.0,240
Chamartín,PISO,3,70,1300.0,70
Moncloa,PISO,3,142,1250.0,142
Latina,PISO,1,90,700.0,90
Tetuán,PISO,3,195,1600.0,195
Latina,PISO,1,142,0.0,142
Moncloa,PISO,0,97,850.0,97
Salamanca,PISO,2,195,2300.0,195
Moncloa,PISO,0,120,1295.0,120
Retiro,PISO,0,70,800.0,70
Salamanca,PISO,3,97,1450.0,97
Retiro,PISO,1,97,1050.0,97
Moncloa,PISO,2,240,1900.0,240
Centro,PISO,1,142,1500.0,142
Latina,PISO,3,165,1125.0,165
Chamartín,PISO,3,97,1000.0,97
Moncloa,PISO,0,165,1200.0,165
Latina,PISO,0,70,995.0,70
Chamberí,PISO,3,300,3650.0,300
Retiro,PISO,2,97,1200.0,97
Salamanca,PISO,0,120,1250.0,120
Latina,PISO,2,142,970.0,142
Chamberí,PISO,2,195,2000.0,195
Chamartín,PISO,3,120,3000.0,120
Chamberí,PISO,3,300,3800.0,300
Moncloa,PISO,0,70,800.0,70
Tetuán,PISO,2,240,2025.0,240
Centro,PISO,3,120,1300.0,120
Centro,PISO,2,195,1950.0,195
Centro,PISO,3,70,550.0,70
Retiro,PISO,2,70,1100.0,70
Retiro,PISO,3,40,7500.0,40
Salamanca,PISO,1,165,1700.0,165
Centro,PISO,3,70,1150.0,70
Centro,PISO,1,240,1800.0,240
Tetuán,PISO,2,150,760.0,150
Retiro,PISO,3,165,1490.0,165
Centro,PISO,3,120,1475.0,120
Retiro,PISO,3,75,7500.0,75
Chamartín,PISO,3,120,1250.0,120
Chamartín,PISO,0,97,950.0,97
Retiro,PISO,2,195,2100.0,195
Latina,PISO,2,120,925.0,120
Centro,PISO,1,165,1735.0,165
Salamanca,PISO,3,165,1700.0,165
Retiro,PISO,2,120,1300.0,120
Retiro,PISO,1,120,1550.0,120
Salamanca,PISO,2,75,685.0,75
Chamartín,PISO,2,70,990.0,70
Tetuán,PISO,3,165,1450.0,165
Retiro,PISO,3,120,1332.5,120
Moncloa,PISO,0,142,1295.0,142
Tetuán,PISO,3,300,2400.0,300
Moncloa,PISO,0,120,1295.0,120
Tetuán,PISO,3,240,1925.0,240
Centro,PISO,0,240,1900.0,240
Salamanca,PISO,3,165,1700.0,165
Salamanca,PISO,1,195,1400.0,195
Latina,PISO,2,142,1050.0,142
Chamartín,PISO,2,300,2900.0,300
Salamanca,PISO,2,195,2600.0,195
Moncloa,PISO,1,70,950.0,70
Moncloa,PISO,3,40,3000.0,40
Moncloa,PISO,0,97,850.0,97
Chamberí,PISO,0,120,1000.0,120
Retiro,PISO,3,165,1500.0,165
Moncloa,PISO,3,240,2350.0,240
Chamartín,PISO,1,195,2000.0,195
Moncloa,PISO,0,120,800.0,120
Retiro,PISO,2,142,1500.0,142
Retiro,PISO,3,240,2200.0,240
Chamberí,PISO,3,97,1500.0,97
Moncloa,PISO,2,240,2000.0,240
Retiro,PISO,3,165,1550.0,165
Chamberí,PISO,0,240,2900.0,240
Latina,PISO,1,97,750.0,97
Chamartín,PISO,2,240,3150.0,240
Moncloa,PISO,2,120,1400.0,120
Chamberí,PISO,3,120,1650.0,120
Chamartín,PISO,1,240,3300.0,240
Centro,PISO,1,120,1300.0,120
Moncloa,PISO,3,120,1200.0,120
Chamartín,PISO,3,75,3300.0,75
Latina,PISO,1,70,650.0,70
Retiro,PISO,1,120,1050.0,120
Salamanca,PISO,3,70,1200.0,70
Moncloa,PISO,1,142,1500.0,142
Tetuán,PISO,2,142,1375.0,142
Chamartín,PISO,2,240,2550.0,240
Centro,PISO,3,142,1625.0,142
Latina,PISO,2,142,850.0,142
Latina,PISO,1,120,970.0,120
Latina,PISO,0,97,725.0,97
Salamanca,PISO,1,120,1400.0,120
Tetuán,PISO,1,120,1150.0,120
Salamanca,PISO,1,75,850.0,75
Chamberí,PISO,3,75,4950.0,75
Chamberí,PISO,2,75,800.0,75
Retiro,PISO,2,75,0.0,75
Latina,PISO,1,142,950.0,142
Salamanca,PISO,2,195,2550.0,195
Chamartín,PISO,3,142,1400.0,142
Retiro,PISO,1,120,1400.0,120
Retiro,PISO,1,75,750.0,75
Retiro,PISO,2,300,4750.0,300
Centro,PISO,1,165,1570.0,165
Chamberí,PISO,3,105,4950.0,105
Chamartín,PISO,1,165,2400.0,165
Centro,PISO,2,105,845.0,105
Retiro,PISO,2,165,1810.0,165
Chamartín,PISO,3,142,1500.0,142
Salamanca,PISO,1,195,1400.0,195
Moncloa,PISO,1,165,1300.0,165
Retiro,PISO,1,70,900.0,70
Retiro,PISO,1,120,1150.0,120
Salamanca,PISO,1,240,4850.0,240
Latina,PISO,0,70,675.0,70
Tetuán,PISO,1,165,1650.0,165
Chamberí,PISO,1,300,2000.0,300
Retiro,PISO,2,300,4750.0,300
Latina,PISO,2,142,1050.0,142
Chamartín,PISO,3,97,1225.0,97
Chamartín,PISO,3,97,1025.0,97
Retiro,PISO,1,70,950.0,70
Salamanca,PISO,1,195,1400.0,195
Retiro,PISO,3,165,1550.0,165
Centro,PISO,3,70,1100.0,70
Chamberí,PISO,2,240,2850.0,240
Latina,PISO,0,97,750.0,97
Centro,PISO,3,300,3200.0,300
